,Title,Publication_Info,Cited_by
765,Plant disease detection using machine learning approaches,"I Ahmed, PK Yadav - Expert Systems, 2023 - Wiley Online Library",Cited by 58
766,"Data-driven machine learning and neural network algorithms in the retailing environment: Consumer engagement, experience, and purchase behaviors","T Kliestik, K Zvarikova, G Lăzăroiu - Economics, Management and …, 2022 - ceeol.com",Cited by 125
767,Machine learning-enabled globally guaranteed evolutionary computation,"B Li, Z Wei, J Wu, S Yu, T Zhang, C Zhu… - Nature Machine …, 2023 - nature.com",Cited by 17
768,Confusion matrix: Machine learning,"J Liang - POGIL Activity Clearinghouse, 2022 - pac.pogil.org",Cited by 71
769,Artificial Intelligence and Machine Learning in CRM: Leveraging Data for Predictive Analytics,"RT Potla, VK Pottla - Journal of Artificial Intelligence …, 2024 - thesciencebrigade.com",Cited by 8
770,Review on alzheimer disease detection methods: Automatic pipelines and machine learning techniques,"A Shukla, R Tiwari, S Tiwari - Sci, 2023 - mdpi.com",Cited by 38
771,Machine learning with data assimilation and uncertainty quantification for dynamical systems: a review,"S Cheng, C Quilodrán-Casas, S Ouala… - IEEE/CAA Journal of …, 2023 - ieeexplore.ieee.org",Cited by 109
772,"Machine learning in solid heterogeneous catalysis: Recent developments, challenges and perspectives","Y Guan, D Chaffart, G Liu, Z Tan, D Zhang… - Chemical Engineering …, 2022 - Elsevier",Cited by 82
773,Remote estimates of suspended particulate matter in global lakes using machine learning models,"Z Wen, Q Wang, Y Ma, PA Jacinthe, G Liu, S Li… - International Soil and …, 2024 - Elsevier",Cited by 51
774,A hybrid machine learning model for intrusion detection in VANET,"H Bangui, M Ge, B Buhnova - Computing, 2022 - Springer",Cited by 87
775,Using econometric and machine learning models to forecast crude oil prices: Insights from economic history,"Z Xu, M Mohsin, K Ullah, X Ma - Resources Policy, 2023 - Elsevier",Cited by 56
776,Predicting lattice thermal conductivity via machine learning: a mini review,"Y Luo, M Li, H Yuan, H Liu, Y Fang - NPJ Computational Materials, 2023 - nature.com",Cited by 39
777,Optimization and machine learning applied to last-mile logistics: A review,"N Giuffrida, J Fajardo-Calderin, AD Masegosa… - Sustainability, 2022 - mdpi.com",Cited by 56
778,Using supervised machine learning for large‐scale classification in management research: The case for identifying artificial intelligence patents,"M Miric, N Jia, KG Huang - Strategic Management Journal, 2023 - Wiley Online Library",Cited by 69
779,An intelligent iot enabled health care surveillance using machine learning,"S Ahamed, P Bhatt, SJ Sultanuddin… - … on Advances in …, 2022 - ieeexplore.ieee.org",Cited by 72
780,A review of evaluation metrics in machine learning algorithms,"G Naidu, T Zuva, EM Sibanda - Computer Science On-line Conference, 2023 - Springer",Cited by 59
781,"A review of machine learning methods for drought hazard monitoring and forecasting: Current research trends, challenges, and future research directions","FA Prodhan, J Zhang, SS Hasan, TPP Sharma… - … modelling & software, 2022 - Elsevier",Cited by 102
782,"Review of machine learning for hydrodynamics, transport, and reactions in multiphase flows and reactors","LT Zhu, XZ Chen, B Ouyang, WC Yan… - Industrial & …, 2022 - ACS Publications",Cited by 110
783,Machine learning for auto-segmentation in radiotherapy planning,"K Harrison, H Pullen, C Welsh, O Oktay, J Alvarez-Valle… - Clinical Oncology, 2022 - Elsevier",Cited by 77
784,Machine learning technique to prognosis diabetes disease: Random forest classifier approach,"P Palimkar, RN Shaw, A Ghosh - Advanced computing and intelligent …, 2022 - Springer",Cited by 159
785,Intelligent control of nanoparticle synthesis on microfluidic chips with machine learning,"X Chen, H Lv - NPG Asia Materials, 2022 - nature.com",Cited by 51
786,NMLA: The Smart Detection of Motor Neuron Disease and Analyze the Health Impacts with Neuro Machine Learning Model,"G Sekar, C Sivakumar, J Logeshwaran - NeuroQuantology, 2022 - researchgate.net",Cited by 130
787,SNIB: improving spike-based machine learning using nonlinear information bottleneck,"S Yang, B Chen - IEEE Transactions on Systems, Man, and …, 2023 - ieeexplore.ieee.org",Cited by 55
788,"Computer vision and machine learning for medical image analysis: recent advances, challenges, and way forward","E Elyan, P Vuttipittayamongkol, P Johnston… - Artificial Intelligence …, 2022 - oaepublish.com",Cited by 98
789,Machine-learning-assisted design of highly tough thermosetting polymers,"Y Hu, W Zhao, L Wang, J Lin, L Du - ACS Applied Materials & …, 2022 - ACS Publications",Cited by 29
790,Generative machine learning for de novo drug discovery: A systematic review,"DD Martinelli - Computers in Biology and Medicine, 2022 - Elsevier",Cited by 86
791,Machine learning-based lung and colon cancer detection using deep feature extraction and ensemble learning,"MA Talukder, MM Islam, MA Uddin, A Akhter… - Expert Systems with …, 2022 - Elsevier",Cited by 158
792,A review on artificial intelligence and machine learning to improve cancer management and drug discovery,"R Kumar, P Saha - International Journal for Research in Applied …, 2022 - ijrasb.com",Cited by 93
793,Hematology and machine learning,"AE Obstfeld - The Journal of Applied Laboratory Medicine, 2023 - academic.oup.com",Cited by 15
794,Food quality inspection and grading using efficient image segmentation and machine learning‐based system,"V Hemamalini, S Rajarajeswari… - Journal of Food …, 2022 - Wiley Online Library",Cited by 96
795,Enabling fairness in healthcare through machine learning,"T Grote, G Keeling - Ethics and Information Technology, 2022 - Springer",Cited by 24
796,Conventional machine learning and deep learning in Alzheimer's disease diagnosis using neuroimaging: A review,"Z Zhao, JH Chuah, KW Lai, CO Chow… - Frontiers in …, 2023 - frontiersin.org",Cited by 51
797,A hybrid machine learning model for timely prediction of breast cancer,"S Dalal, EM Onyema, P Kumar… - … Journal of Modeling …, 2023 - World Scientific",Cited by 59
798,Analysis of community question‐answering issues via machine learning and deep learning: State‐of‐the‐art review,"PK Roy, S Saumya, JP Singh… - CAAI Transactions on …, 2023 - Wiley Online Library",Cited by 83
799,Prediction of Sepsis Mortality in ICU patients using machine learning methods,"J Gao, Y Lu, N Ashrafi, I Domingo, K Alaei… - BMC Medical Informatics …, 2024 - Springer",Cited by 8
800,Developing a novel tool for assessing the groundwater incorporating water quality index and machine learning approach,"AM Sajib, MTM Diganta, A Rahman… - Groundwater for …, 2023 - Elsevier",Cited by 32
801,Current application status of multi-scale simulation and machine learning in research on high-entropy alloys,"D Jiang, L Xie, L Wang - Journal of Materials Research and Technology, 2023 - Elsevier",Cited by 22
802,Co-evolution of machine learning and digital technologies to improve monitoring of Parkinson's disease motor symptoms,"AS Chandrabhatla, IJ Pomeraniec… - NPJ digital …, 2022 - nature.com",Cited by 65
803,A novel decision support system for managing predictive maintenance strategies based on machine learning approaches,"S Arena, E Florian, I Zennaro, PF Orrù, F Sgarbossa - Safety science, 2022 - Elsevier",Cited by 116
804,Load forecasting with machine learning and deep learning methods,"M Cordeiro-Costas, D Villanueva, P Eguía-Oller… - Applied Sciences, 2023 - mdpi.com",Cited by 39
805,A comparative study on the most effective machine learning model for blast loading prediction: From GBDT to Transformer,"Q Li, Y Wang, Y Shao, L Li, H Hao - Engineering Structures, 2023 - Elsevier",Cited by 34
806,An ensemble method of the machine learning to prognosticate the gastric cancer,"H Baradaran Rezaei, A Amjadian, MV Sebt… - Annals of Operations …, 2023 - Springer",Cited by 39
807,The personal health applications of machine learning techniques in the internet of behaviors,"Z Amiri, A Heidari, M Darbandi, Y Yazdani… - Sustainability, 2023 - mdpi.com",Cited by 44
808,Crime prediction using machine learning and deep learning: A systematic review and future directions,"V Mandalapu, L Elluri, P Vyas, N Roy - IEEE Access, 2023 - ieeexplore.ieee.org",Cited by 42
809,Evaluation of machine learning methods application in temperature prediction,"B Azari, K Hassan, J Pierce, S Ebrahimi - Environ Eng, 2022 - crpase.procedia.org",Cited by 35
810,Machine learning techniques for IoT security: Current research and future vision with generative AI and large language models,"F Alwahedi, A Aldhaheri, MA Ferrag, A Battah… - Internet of Things and …, 2024 - Elsevier",Cited by 83
811,Forecasting credit ratings of decarbonized firms: Comparative assessment of machine learning models,"B Yu, C Li, N Mirza, M Umar - Technological Forecasting and Social …, 2022 - Elsevier",Cited by 109
812,Overview on intrusion detection systems design exploiting machine learning for networking cybersecurity,"P Dini, A Elhanashi, A Begni, S Saponara, Q Zheng… - Applied Sciences, 2023 - mdpi.com",Cited by 41
813,Fatigue life prediction of aluminum alloy via knowledge-based machine learning,"Z Lian, M Li, W Lu - International Journal of Fatigue, 2022 - Elsevier",Cited by 64
814,Experimental evaluation of quantum machine learning algorithms,"RDM Simões, P Huber, N Meier, N Smailov… - IEEE …, 2023 - ieeexplore.ieee.org",Cited by 25
815,Studying up machine learning data: Why talk about bias when we mean power?,"M Miceli, J Posada, T Yang - Proceedings of the ACM on Human …, 2022 - dl.acm.org",Cited by 138
816,Tight auditing of differentially private machine learning,"M Nasr, J Hayes, T Steinke, B Balle, F Tramèr… - 32nd USENIX Security …, 2023 - usenix.org",Cited by 55
817,Exploring drug sentiment analysis with machine learning techniques,"D Rathod, K Patel, AJ Goswami… - 2023 International …, 2023 - ieeexplore.ieee.org",Cited by 26
818,Machine learning study of the magnetic ordering in 2D materials,"CM Acosta, E Ogoshi, JA Souza… - ACS Applied Materials & …, 2022 - ACS Publications",Cited by 48
819,"Landslide identification using machine learning techniques: Review, motivation, and future prospects","VC SS, E Shaji - Earth science informatics, 2022 - Springer",Cited by 32
820,A survey on machine learning for recurring concept drifting data streams,"AL Suárez-Cetrulo, D Quintana, A Cervantes - Expert Systems with …, 2023 - Elsevier",Cited by 62
821,Modeling energy-efficient building loads using machine-learning algorithms for the design phase,"FE Sapnken, MM Hamed, B Soldo, JG Tamba - Energy and Buildings, 2023 - Elsevier",Cited by 30
822,An overview of machine learning techniques in constraint solving,"A Popescu, S Polat-Erdeniz, A Felfernig, M Uta… - Journal of Intelligent …, 2022 - Springer",Cited by 38
823,Compressive strength of concrete material using machine learning techniques,"S Paudel, A Pudasaini, RK Shrestha… - Cleaner Engineering and …, 2023 - Elsevier",Cited by 34
824,Prevalence and early prediction of diabetes using machine learning in North Kashmir: a case study of district bandipora,"SS Bhat, V Selvam, GA Ansari… - Computational …, 2022 - Wiley Online Library",Cited by 70
825,SmartHealth: An intelligent framework to secure IoMT service applications using machine learning,"S Rani, S Kumar, A Kataria, H Min - ICT Express, 2024 - Elsevier",Cited by 65
826,Personalized adaptive learning technologies based on machine learning techniques to identify learning styles: A systematic literature review,"SG Essa, T Celik, NE Human-Hendricks - IEEE Access, 2023 - ieeexplore.ieee.org",Cited by 43
827,Human–machine interaction via dual modes of voice and gesture enabled by triboelectric nanogenerator and machine learning,"H Luo, J Du, P Yang, Y Shi, Z Liu, D Yang… - … Applied Materials & …, 2023 - ACS Publications",Cited by 34
828,Superior printed parts using history and augmented machine learning,"M Jiang, T Mukherjee, Y Du, T DebRoy - npj Computational Materials, 2022 - nature.com",Cited by 23
829,Application of machine learning modeling in prediction of solar still performance: A comprehensive survey,"AS Abdullah, A Joseph, AW Kandeal, WH Alawee… - Results in …, 2024 - Elsevier",Cited by 24
830,"Less annotating, more classifying: Addressing the data scarcity issue of supervised machine learning with deep transfer learning and BERT-NLI","M Laurer, W Van Atteveldt, A Casas, K Welbers - Political Analysis, 2024 - cambridge.org",Cited by 116
831,Machine learning algorithms reveal potential miRNAs biomarkers in gastric cancer,"H Azari, E Nazari, R Mohit, A Asadnia, M Maftooh… - Scientific Reports, 2023 - nature.com",Cited by 19
832,"Predicting students' performance employing educational data mining techniques, machine learning, and learning analytics","A Alam, A Mohanty - International Conference on Communication …, 2022 - Springer",Cited by 116
833,Application of machine learning for cardiovascular disease risk prediction,"S Dalal, P Goel, EM Onyema, A Alharbi… - Computational …, 2023 - Wiley Online Library",Cited by 49
834,Machine learning in continuous casting of steel: A state-of-the-art survey,"D Cemernek, S Cemernek, H Gursch… - Journal of Intelligent …, 2022 - Springer",Cited by 65
835,Chemical geodynamics insights from a machine learning approach,"A Stracke, M Willig, F Genske… - Geochemistry …, 2022 - Wiley Online Library",Cited by 22
836,Machine learning toxicity prediction: latest advances by toxicity end point,"CN Cavasotto, V Scardino - ACS omega, 2022 - ACS Publications",Cited by 57
837,Interpretable and explainable machine learning: a methods‐centric overview with concrete examples,"R Marcinkevičs, JE Vogt - Wiley Interdisciplinary Reviews: Data …, 2023 - Wiley Online Library",Cited by 55
838,"Using machine learning models for predicting the water quality index in the La Buong River, Vietnam","DN Khoi, NT Quan, DQ Linh, PTT Nhi, NTD Thuy - Water, 2022 - mdpi.com",Cited by 91
839,Exploring machine learning in chemistry through the classification of spectra: An undergraduate project,"AG St James, L Hand, T Mills, L Song… - Journal of Chemical …, 2023 - ACS Publications",Cited by 15
840,Machine learning for DDoS attack detection in industry 4.0 CPPSs,"FB Saghezchi, G Mantas, MA Violas… - Electronics, 2022 - mdpi.com",Cited by 53
841,Machine Learning Q and AI: 30 Essential Questions and Answers on Machine Learning and AI,S Raschka - 2024 - books.google.com,Cited by 30
842,Leveraging feature bias for scalable misprediction explanation of machine learning models,"J Gesi, X Shen, Y Geng, Q Chen… - 2023 IEEE/ACM 45th …, 2023 - ieeexplore.ieee.org",Cited by 20
843,Evolution of machine learning in tuberculosis diagnosis: a review of deep learning-based medical applications,"M Singh, GV Pujar, SA Kumar, M Bhagyalalitha… - Electronics, 2022 - mdpi.com",Cited by 47
844,Dementia detection from speech using machine learning and deep learning architectures,"MR Kumar, S Vekkot, S Lalitha, D Gupta, VJ Govindraj… - Sensors, 2022 - mdpi.com",Cited by 40
845,Machine‐Learning‐Assisted Determination of the Global Zero‐Temperature Phase Diagram of Materials,"J Schmidt, N Hoffmann, HC Wang, P Borlido… - Advanced …, 2023 - Wiley Online Library",Cited by 30
846,"Transparency, auditability, and explainability of machine learning models in credit scoring","M Bücker, G Szepannek, A Gosiewska… - Journal of the …, 2022 - Taylor & Francis",Cited by 113
847,Testimonial injustice in medical machine learning,"G Pozzi - Journal of medical ethics, 2023 - jme.bmj.com",Cited by 24
848,An insight into diagnosis of depression using machine learning techniques: a systematic review,"S Bhadra, CJ Kumar - Current medical research and opinion, 2022 - Taylor & Francis",Cited by 42
849,Mobile edge computing and machine learning in the internet of unmanned aerial vehicles: a survey,"Z Ning, H Hu, X Wang, L Guo, S Guo, G Wang… - ACM Computing …, 2023 - dl.acm.org",Cited by 47
850,Forest fire detection system using wireless sensor networks and machine learning,"U Dampage, L Bandaranayake, R Wanasinghe… - Scientific reports, 2022 - nature.com",Cited by 152
851,A human resources analytics and machine-learning examination of turnover: implications for theory and practice,"D Avrahami, D Pessach, G Singer… - International Journal of …, 2022 - emerald.com",Cited by 47
852,Machine-learning rationalization and prediction of solid-state synthesis conditions,"H Huo, CJ Bartel, T He, A Trewartha, A Dunn… - Chemistry of …, 2022 - ACS Publications",Cited by 44
853,The cross-evaluation of machine learning-based network intrusion detection systems,"G Apruzzese, L Pajola, M Conti - IEEE Transactions on Network …, 2022 - ieeexplore.ieee.org",Cited by 65
854,Feature selection and feature learning in machine learning applications for gas turbines: A review,"J Xie, M Sage, YF Zhao - Engineering Applications of Artificial Intelligence, 2023 - Elsevier",Cited by 49
855,Physical interpretation of machine learning-based recognition of defects for the risk management of existing bridge heritage,"A Cardellicchio, S Ruggieri, A Nettis, V Renò… - Engineering Failure …, 2023 - Elsevier",Cited by 60
856,A data-driven approach for intrusion and anomaly detection using automated machine learning for the Internet of Things,"H Xu, Z Sun, Y Cao, H Bilal - Soft Computing, 2023 - Springer",Cited by 126
857,Machine learning-powered encrypted network traffic analysis: A comprehensive survey,"M Shen, K Ye, X Liu, L Zhu, J Kang… - … Surveys & Tutorials, 2022 - ieeexplore.ieee.org",Cited by 72
858,Towards model generalization for intrusion detection: Unsupervised machine learning techniques,"M Verkerken, L D'hooge, T Wauters, B Volckaert… - Journal of Network and …, 2022 - Springer",Cited by 79
859,An inception V3 approach for malware classification using machine learning and transfer learning,"M Ahmed, N Afreen, M Ahmed, M Sameer… - International Journal of …, 2023 - Elsevier",Cited by 58
860,A comparative performance of machine learning algorithm to predict electric vehicles energy consumption: A path towards sustainability,"I Ullah, K Liu, T Yamamoto… - Energy & …, 2022 - journals.sagepub.com",Cited by 102
861,Comparative analysis of machine learning methods for active flow control,"F Pino, L Schena, J Rabault… - Journal of Fluid …, 2023 - cambridge.org",Cited by 48
862,Machine learning-based method for predicting compressive strength of concrete,"D Li, Z Tang, Q Kang, X Zhang, Y Li - Processes, 2023 - mdpi.com",Cited by 39
863,Machine learning based automatic vehicle alert system,"E Sudarshan, DA Kumari, YCA Reddy… - AIP Conference …, 2022 - pubs.aip.org",Cited by 40
864,A machine learning-combined flexible sensor for tactile detection and voice recognition,"J Xie, Y Zhao, D Zhu, J Yan, J Li, M Qiao… - … Applied Materials & …, 2023 - ACS Publications",Cited by 33
865,A comprehensive review of approaches to detect fatigue using machine learning techniques,"R Hooda, V Joshi, M Shah - Chronic Diseases and …, 2022 - Wiley Online Library",Cited by 45
866,Artificial intelligence and machine learning: an introduction for orthopaedic surgeons,"RK Martin, C Ley, A Pareek, A Groll… - Knee surgery, sports …, 2022 - Wiley Online Library",Cited by 49
867,Comparison of land use land cover classifiers using different satellite imagery and machine learning techniques,"S Basheer, X Wang, AA Farooque, RA Nawaz, K Liu… - Remote Sensing, 2022 - mdpi.com",Cited by 109
868,A machine learning approach for energy-efficient intelligent transportation scheduling problem in a real-world dynamic circumstances,"J Mou, K Gao, P Duan, J Li, A Garg… - IEEE transactions on …, 2022 - ieeexplore.ieee.org",Cited by 112
869,"Fruit quality evaluation using machine learning techniques: review, motivation and future perspectives","B Dhiman, Y Kumar, M Kumar - Multimedia Tools and Applications, 2022 - Springer",Cited by 41
870,LGBM: a machine learning approach for Ethereum fraud detection,"RM Aziz, MF Baluch, S Patel, AH Ganie - International Journal of …, 2022 - Springer",Cited by 99
871,"Statistical, machine learning and deep learning forecasting methods: Comparisons and ways forward","S Makridakis, E Spiliotis… - Journal of the …, 2023 - Taylor & Francis",Cited by 58
872,Implementation of machine learning classification techniques for intrusion detection system,"P William, VNR Inukollu, V Ramasamy… - 2023 4th …, 2023 - ieeexplore.ieee.org",Cited by 28
873,Implementation of The Future of Drug Discovery: QuantumBased Machine Learning Simulation (QMLS),"Y Zhou, YK Wong, YS Liang, H Qiu, YX Wu… - arXiv preprint arXiv …, 2023 - arxiv.org",Cited by 13
874,Option return predictability with machine learning and big data,"TG Bali, H Beckmeyer, M Moerke… - The Review of Financial …, 2023 - academic.oup.com",Cited by 101
875,"Applications of machine learning in friction stir welding: Prediction of joint properties, real-time control and tool failure diagnosis","AH Elsheikh - Engineering Applications of Artificial Intelligence, 2023 - Elsevier",Cited by 116
876,Towards understanding fairness and its composition in ensemble machine learning,"U Gohar, S Biswas, H Rajan - 2023 IEEE/ACM 45th …, 2023 - ieeexplore.ieee.org",Cited by 24
877,Generalizability of machine learning models: quantitative evaluation of three methodological pitfalls,"F Maleki, K Ovens, R Gupta, C Reinhold… - Radiology: Artificial …, 2022 - pubs.rsna.org",Cited by 45
878,A systematic review of applications of machine learning techniques for wildfire management decision support,"K Bot, JG Borges - Inventions, 2022 - mdpi.com",Cited by 67
879,Predicting financial crises with machine learning methods,"L Liu, C Chen, B Wang - Journal of Forecasting, 2022 - Wiley Online Library",Cited by 31
880,A systematic review on recent advancements in deep and machine learning based detection and classification of acute lymphoblastic leukemia,"PK Das, VA Diya, S Meher, R Panda, A Abraham - IEEE access, 2022 - ieeexplore.ieee.org",Cited by 92
881,Educational data mining: prediction of students' academic performance using machine learning algorithms,"M Yağcı - Smart Learning Environments, 2022 - Springer",Cited by 352
882,Prediction of groundwater quality indices using machine learning algorithms,"H Raheja, A Goel, M Pal - Water Practice & Technology, 2022 - iwaponline.com",Cited by 58
883,SuperPred 3.0: drug classification and target prediction—a machine learning approach,"K Gallo, A Goede, R Preissner… - Nucleic Acids …, 2022 - academic.oup.com",Cited by 88
884,A review of machine learning and satellite imagery for poverty prediction: Implications for development research and applications,"O Hall, F Dompae, I Wahab… - Journal of International …, 2023 - Wiley Online Library",Cited by 23
885,Machine-learning exploration of polymer compatibility,"Z Liang, Z Li, S Zhou, Y Sun, J Yuan… - Cell Reports Physical …, 2022 - cell.com",Cited by 23
886,Machine learning based model for prediction of loan approval,"BP Lohani, M Trivedi, RJ Singh, V Bibhu… - 2022 3rd …, 2022 - ieeexplore.ieee.org",Cited by 46
887,Application of machine learning techniques to the analysis and prediction of drug pharmacokinetics,"R Ota, F Yamashita - Journal of Controlled Release, 2022 - Elsevier",Cited by 24
888,Application of innovative machine learning techniques for long-term rainfall prediction,"S Markuna, P Kumar, R Ali, DK Vishwkarma… - Pure and Applied …, 2023 - Springer",Cited by 38
889,Blindfl: Vertical federated machine learning without peeking into your data,"F Fu, H Xue, Y Cheng, Y Tao, B Cui - Proceedings of the 2022 …, 2022 - dl.acm.org",Cited by 51
890,Artificial intelligence and machine learning applications in biopharmaceutical manufacturing,"AS Rathore, S Nikita, G Thakur, S Mishra - Trends in Biotechnology, 2023 - cell.com",Cited by 50
891,"Safety, security and privacy in machine learning based internet of things","G Abbas, A Mehmood, M Carsten… - Journal of Sensor and …, 2022 - mdpi.com",Cited by 51
892,Application of machine learning-based k-means clustering for financial fraud detection,"Z Huang, H Zheng, C Li, C Che - Academic Journal of Science and …, 2024 - drpress.org",Cited by 64
893,High-dimensional role of AI and machine learning in cancer research,"E Capobianco - British journal of cancer, 2022 - nature.com",Cited by 39
894,Machine learning methods applied to triage in emergency services: A systematic review,"R Sánchez-Salmerón, JL Gómez-Urquiza… - International Emergency …, 2022 - Elsevier",Cited by 68
895,FDA-cleared artificial intelligence and machine learning-based medical devices and their 510 (k) predicate networks,"UJ Muehlematter, C Bluethgen… - The Lancet Digital …, 2023 - thelancet.com",Cited by 32
896,A survey on multimodal bidirectional machine learning translation of image and natural language processing,"W Nam, B Jang - Expert Systems with Applications, 2024 - Elsevier",Cited by 13
897,How does the model make predictions? A systematic literature review on the explainability power of machine learning in healthcare,"J Allgaier, L Mulansky, RL Draelos, R Pryss - Artificial Intelligence in …, 2023 - Elsevier",Cited by 45
898,Machine learning-based diagnosis of breast cancer utilizing feature optimization technique,"KMM Uddin, N Biswas, ST Rikta, SK Dey - Computer Methods and …, 2023 - Elsevier",Cited by 45
899,Comparative analysis of predictive machine learning algorithms for diabetes mellitus,"K Kangra, J Singh - Bulletin of Electrical Engineering and Informatics, 2023 - beei.org",Cited by 34
900,A comprehensive review of artificial intelligence and machine learning applications in energy sector,"A Raihan - Journal of Technology Innovations and Energy, 2023 - researchgate.net",Cited by 35
901,Cardiovascular complications in a diabetes prediction model using machine learning: a systematic review,"OT Kee, H Harun, N Mustafa, NA Abdul Murad… - Cardiovascular …, 2023 - Springer",Cited by 38
902,Integrating machine learning and model predictive control for automotive applications: A review and future directions,"A Norouzi, H Heidarifar, H Borhan… - … Applications of Artificial …, 2023 - Elsevier",Cited by 44
903,Personalized antibiograms for machine learning driven antibiotic selection,"CK Corbin, L Sung, A Chattopadhyay… - Communications …, 2022 - nature.com",Cited by 34
904,Machine learning based quantitative damage monitoring of composite structure,"X Qing, Y Liao, Y Wang, B Chen, F Zhang… - International journal of …, 2022 - Taylor & Francis",Cited by 46
905,Machine learning-assisted low-dimensional electrocatalysts design for hydrogen evolution reaction,"J Li, N Wu, J Zhang, HH Wu, K Pan, Y Wang, G Liu… - Nano-Micro Letters, 2023 - Springer",Cited by 36
906,An adversarial training framework for mitigating algorithmic biases in clinical machine learning,"J Yang, AAS Soltan, DW Eyre, Y Yang… - NPJ digital medicine, 2023 - nature.com",Cited by 44
907,Bubble identification from images with machine learning methods,"H Hessenkemper, S Starke, Y Atassi… - International Journal of …, 2022 - Elsevier",Cited by 41
908,Prediction of anticancer peptides based on an ensemble model of deep learning and machine learning using ordinal positional encoding,"Q Yuan, K Chen, Y Yu, NQK Le… - Briefings in …, 2023 - academic.oup.com",Cited by 67
909,Supervised machine learning models for liver disease risk prediction,"E Dritsas, M Trigka - Computers, 2023 - mdpi.com",Cited by 52
910,Spam detection using bidirectional transformers and machine learning classifier algorithms,"Y Guo, Z Mustafaoglu… - journal of Computational …, 2023 - ojs.bonviewpress.com",Cited by 154
911,Comparison of machine learning methods for photovoltaic power forecasting based on numerical weather prediction,"D Markovics, MJ Mayer - Renewable and Sustainable Energy Reviews, 2022 - Elsevier",Cited by 215
912,Machine learning for cutting planes in integer programming: A survey,"A Deza, EB Khalil - arXiv preprint arXiv:2302.09166, 2023 - arxiv.org",Cited by 22
913,Emerging trends in machine learning to predict crop yield and study its influential factors: A survey,"N Bali, A Singla - Archives of computational methods in engineering, 2022 - Springer",Cited by 107
914,Evaluation of geopolymer concrete at high temperatures: An experimental study using machine learning,"M Rahmati, V Toufigh - Journal of Cleaner Production, 2022 - Elsevier",Cited by 54
915,Evaluating compressive strength of concrete made with recycled concrete aggregates using machine learning approach,"VQ Tran, VQ Dang, LS Ho - Construction and Building Materials, 2022 - Elsevier",Cited by 194
916,A concise review on recent developments of machine learning for the prediction of vibrational spectra,"R Han, R Ketkaew, S Luber - The Journal of Physical Chemistry A, 2022 - ACS Publications",Cited by 37
917,Impact of feature scaling on machine learning models for the diagnosis of diabetes,"DU Ozsahin, MT Mustapha, AS Mubarak… - … in Everything (AIE), 2022 - ieeexplore.ieee.org",Cited by 58
918,"New era of artificial intelligence and machine learning-based detection, diagnosis, and therapeutics in Parkinson's disease","R Gupta, S Kumari, A Senapati, RK Ambasta… - Ageing research …, 2023 - Elsevier",Cited by 52
919,"Deep learning and machine learning in psychiatry: a survey of current progress in depression detection, diagnosis and treatment","M Squires, X Tao, S Elangovan, R Gururajan, X Zhou… - Brain Informatics, 2023 - Springer",Cited by 38
920,Enhanced membership inference attacks against machine learning models,"J Ye, A Maddi, SK Murakonda… - Proceedings of the …, 2022 - dl.acm.org",Cited by 216
921,Estimating the density of deep eutectic solvents applying supervised machine learning techniques,"M Abdollahzadeh, M Khosravi… - Scientific Reports, 2022 - nature.com",Cited by 55
922,Accuracy assessment of machine learning algorithms used to predict breast cancer,"M Ebrahim, AAH Sedky, S Mesbah - Data, 2023 - mdpi.com",Cited by 33
923,Machine learning algorithms in the environmental corrosion evaluation of reinforced concrete structures-A review,"H Jia, G Qiao, P Han - Cement and Concrete Composites, 2022 - Elsevier",Cited by 41
924,Interpretable Ensemble-Machine-Learning models for predicting creep behavior of concrete,"M Liang, Z Chang, Z Wan, Y Gan, E Schlangen… - Cement and Concrete …, 2022 - Elsevier",Cited by 176
925,Reducing literature screening workload with machine learning,"T Burgard, A Bittermann - Zeitschrift für Psychologie, 2023 - econtent.hogrefe.com",Cited by 26
926,Testing and analysis of predictive capabilities of machine learning algorithms,"G Khekare, LK Bramhane, C Dhule, R Agrawal… - … and machine learning …, 2022 - Springer",Cited by 19
927,A systematic review of localization in WSN: Machine learning and optimization‐based approaches,"P Yadav, SC Sharma - International journal of communication …, 2023 - Wiley Online Library",Cited by 28
928,Artificial intelligence (AI) and machine learning (ML) based decision support systems in mental health: An integrative review,"O Higgins, BL Short, SK Chalup… - International Journal of …, 2023 - Wiley Online Library",Cited by 52
929,Amelioration of Alzheimer's disease pathology by mitophagy inducers identified via machine learning and a cross-species workflow,"C Xie, XX Zhuang, Z Niu, R Ai, S Lautrup… - Nature Biomedical …, 2022 - nature.com",Cited by 168
930,Machine Learning Approaches for Analysis in Smart Healthcare Informatics,"N Jiwani, K Gupta, P Whig - Machine Learning and Artificial …, 2023 - api.taylorfrancis.com",Cited by 31
931,Intelligent intrusion detection system for Apache web server empowered with machine learning approaches,"MU Ullah, A Hassan, M Asif, MS Farooq… - International Journal of …, 2022 - ijcis.com",Cited by 91
932,Framework for integrating equity into machine learning models: a case study,"JC Rojas, J Fahrenbach, S Makhni, SC Cook… - Chest, 2022 - Elsevier",Cited by 29
933,The ethics and politics of data sets in the age of machine learning: Deleting traces and encountering remains,"NB Thylstrup - Media, Culture & Society, 2022 - journals.sagepub.com",Cited by 45
